Company [code+name],Year,Booking date (order),Customer code,Customer name,Segment code (customer),Segment name (customer),Global CoFX Amount (net),Sales order number,Order origin
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-15 00:00:00,175059,RES'EAU TECH,14,POOL SPECIALIST-Retailers,"210,42",1417695,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-10 00:00:00,175059,RES'EAU TECH,14,POOL SPECIALIST-Retailers,"564,56",1418211,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-14 00:00:00,175059,RES'EAU TECH,14,POOL SPECIALIST-Retailers,"54,58",1418363,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-20 00:00:00,175255,J.E.D.S - MONSIEUR FREDERIC BOIS,15,POOL SPECIALIST-Instal/Builder,"315,12",1415119,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-29 00:00:00,176481,NATIONALE DES EAUX SARL,25,NPOOL SPECIALIS-Garden Center,"675,60",1411974,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-06 00:00:00,176507,O PISCINES DE MARTIN EURL,14,POOL SPECIALIST-Retailers,"411,38",1413296,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-23 00:00:00,176507,O PISCINES DE MARTIN EURL,14,POOL SPECIALIST-Retailers,"530,88",1414045,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-02 00:00:00,176940,FERRE ROMUALD ETS,28,NPOOL SPECIALIS-Craftsman/Plum,"1017,81",1416744,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-21 00:00:00,177894,BIOLOGIC FLOW__C1,25,NPOOL SPECIALIS-Garden Center,"836,45",1411682,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-18 00:00:00,178006,BIHOREAU DAVID,15,POOL SPECIALIST-Instal/Builder,"3,05",1416138,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-16 00:00:00,178006,BIHOREAU DAVID,15,POOL SPECIALIST-Instal/Builder,"313,56",1417090,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-14 00:00:00,178006,BIHOREAU DAVID,15,POOL SPECIALIST-Instal/Builder,"502,32",1418780,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-08 00:00:00,178031,ARROSCOPE,14,POOL SPECIALIST-Retailers,"91,73",1416921,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-07 00:00:00,178031,ARROSCOPE,14,POOL SPECIALIST-Retailers,"125,55",1417542,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-17 00:00:00,178031,ARROSCOPE,14,POOL SPECIALIST-Retailers,"81,29",1418402,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-05 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"36,35",1409965,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-05 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"240,00",1409966,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-13 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"240,00",1410115,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-25 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"259,79",1410368,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-29 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"78,52",1413056,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-02 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"59,08",1413059,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-01 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"-29,54",1413059,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-02 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"1027,70",1413091,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-03 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"84,68",1413136,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-04 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"942,24",1413236,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-23 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"614,65",1414052,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-02 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"294,84",1414483,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-28 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"517,64",1415439,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-21 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"39,13",1416371,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-23 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"12,43",1416420,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-29 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"533,00",1418019,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-03 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"183,12",1418093,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-17 00:00:00,178453,AQUA CREATIONS - HYDRO SUD,14,POOL SPECIALIST-Retailers,"507,47",1418880,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-08 00:00:00,179790,TOURTELOT PISCINE SARL,14,POOL SPECIALIST-Retailers,"1387,84",1412344,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-02-02 00:00:00,179807,TRAITEMENT RENOVATION SERVICES,14,POOL SPECIALIST-Retailers,"128,50",1410545,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-14 00:00:00,179807,TRAITEMENT RENOVATION SERVICES,14,POOL SPECIALIST-Retailers,"438,04",1417663,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-22 00:00:00,179807,TRAITEMENT RENOVATION SERVICES,14,POOL SPECIALIST-Retailers,"60,58",1418944,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-12-08 00:00:00,179807,TRAITEMENT RENOVATION SERVICES,14,POOL SPECIALIST-Retailers,"33,88",1419209,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-18 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2745,60",1412598,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-25 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2320,68",1412811,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-30 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"555,62",1413060,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-09 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"3940,77",1413420,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-16 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"1938,53",1413670,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-18 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"3313,96",1413803,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-30 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2855,16",1414332,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-07 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"9673,87",1414635,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-12 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"3633,55",1414792,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-21 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"639,34",1415147,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-21 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"3251,66",1415162,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-28 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"1341,60",1415448,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-03 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2961,92",1415647,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-06 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"798,24",1415767,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-07 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"1571,75",1415844,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-21 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"-1571,75",1415844,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-07 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2069,60",1415877,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-11 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2683,20",1415987,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-17 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"3904,16",1416139,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-24 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"1212,60",1416421,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-01 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2052,39",1416692,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-08 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"2955,24",1416937,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-18 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"420,86",1417166,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-22 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"867,79",1417221,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-11 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"924,90",1417598,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-15 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"518,20",1417716,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-14 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"3995,11",1418378,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-04 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"1097,98",1418662,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-04 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"632,32",1418663,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-28 00:00:00,179957,VERT MARINE 17,14,POOL SPECIALIST-Retailers,"978,34",1419046,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-25 00:00:00,180012,AQUA BERRY PISCINE - EAU SHOP,14,POOL SPECIALIST-Retailers,"1624,90",4324542,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-25 00:00:00,180012,AQUA BERRY PISCINE - EAU SHOP,14,POOL SPECIALIST-Retailers,"1446,29",4324543,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-30 00:00:00,180012,AQUA BERRY PISCINE - EAU SHOP,14,POOL SPECIALIST-Retailers,"1141,33",4325030,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-21 00:00:00,180013,PRO PISCINE SERVICE,16,POOL SPECIALIST-Mobile/Service,"986,78",4321090,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-12-05 00:00:00,180013,PRO PISCINE SERVICE,16,POOL SPECIALIST-Mobile/Service,"529,29",4326207,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-07 00:00:00,180076,PPM - PRESTATION PRODUCTION MARTINAT,14,POOL SPECIALIST-Retailers,"363,84",4321578,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-11 00:00:00,183063,L'EAU COST PISCINE - BOURGES,14,POOL SPECIALIST-Retailers,"598,14",4320898,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-06 00:00:00,190011,BRIVE PISCINES/AIGA - CARRE BLEU__C1,14,POOL SPECIALIST-Retailers,"1563,90",1136183,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-10 00:00:00,190011,BRIVE PISCINES/AIGA - CARRE BLEU__C1,14,POOL SPECIALIST-Retailers,"763,05",1136484,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-06 00:00:00,190011,BRIVE PISCINES/AIGA - CARRE BLEU__C1,14,POOL SPECIALIST-Retailers,"1327,78",1137147,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-29 00:00:00,190011,BRIVE PISCINES/AIGA - CARRE BLEU__C1,14,POOL SPECIALIST-Retailers,"1716,40",1138291,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-17 00:00:00,191577,GARDEN COUJOU SAS,15,POOL SPECIALIST-Instal/Builder,"1235,63",1137312,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-04 00:00:00,202655,CORSE JARDINS PISCINES SERVICE,14,POOL SPECIALIST-Retailers,"793,20",3225436,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-26 00:00:00,202655,CORSE JARDINS PISCINES SERVICE,14,POOL SPECIALIST-Retailers,"1197,56",3227413,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-26 00:00:00,202655,CORSE JARDINS PISCINES SERVICE,14,POOL SPECIALIST-Retailers,"767,17",3230248,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-25 00:00:00,202655,CORSE JARDINS PISCINES SERVICE,14,POOL SPECIALIST-Retailers,"800,80",3234109,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-26 00:00:00,203030,HYDRO ELEC - HYDRO SUD,14,POOL SPECIALIST-Retailers,"1645,69",3224389,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-07 00:00:00,205974,CORSE PISCINE POLYESTER BORGO,14,POOL SPECIALIST-Retailers,"424,32",3229257,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-14 00:00:00,207966,BORGO MATERIEL PISCINE,14,POOL SPECIALIST-Retailers,"753,48",3226910,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-28 00:00:00,207966,BORGO MATERIEL PISCINE,14,POOL SPECIALIST-Retailers,"242,69",3227502,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-12 00:00:00,207966,BORGO MATERIEL PISCINE,14,POOL SPECIALIST-Retailers,"1927,12",3230953,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-19 00:00:00,207966,BORGO MATERIEL PISCINE,14,POOL SPECIALIST-Retailers,"1308,74",3231145,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-09-02 00:00:00,207966,BORGO MATERIEL PISCINE,14,POOL SPECIALIST-Retailers,"1666,70",3232330,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-11 00:00:00,210012,CARPODROME DE RIEL KOI D'OR BASSIN,23,NPOOL SPECIALIS-Hardware Store,"177,98",2630852,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-08 00:00:00,210012,CARPODROME DE RIEL KOI D'OR BASSIN,23,NPOOL SPECIALIS-Hardware Store,"81,50",2631804,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-19 00:00:00,210012,CARPODROME DE RIEL KOI D'OR BASSIN,23,NPOOL SPECIALIS-Hardware Store,"553,63",2632688,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-24 00:00:00,210012,CARPODROME DE RIEL KOI D'OR BASSIN,23,NPOOL SPECIALIS-Hardware Store,"604,38",2632744,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-06 00:00:00,210012,CARPODROME DE RIEL KOI D'OR BASSIN,23,NPOOL SPECIALIS-Hardware Store,"422,06",2633882,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-16 00:00:00,210023,AQUARIUMS ET VIVIERS PRO,23,NPOOL SPECIALIS-Hardware Store,"64,20",2634010,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-28 00:00:00,210024,ELLO GARDEN EVASION,28,NPOOL SPECIALIS-Craftsman/Plum,"344,30",2631278,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-12-13 00:00:00,210120,ROUVRES PISCINES SERVICES,14,POOL SPECIALIST-Retailers,"2034,47",2634318,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-10 00:00:00,210226,AQUA SERVICES JARDINS & PISCINES,14,POOL SPECIALIST-Retailers,"114,74",2626763,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-25 00:00:00,210226,AQUA SERVICES JARDINS & PISCINES,14,POOL SPECIALIST-Retailers,"259,69",2629181,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-18 00:00:00,210226,AQUA SERVICES JARDINS & PISCINES,14,POOL SPECIALIST-Retailers,"214,50",2630051,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-26 00:00:00,210226,AQUA SERVICES JARDINS & PISCINES,14,POOL SPECIALIST-Retailers,"204,20",2630333,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-31 00:00:00,210226,AQUA SERVICES JARDINS & PISCINES,14,POOL SPECIALIST-Retailers,"468,47",2630411,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-06 00:00:00,210226,AQUA SERVICES JARDINS & PISCINES,14,POOL SPECIALIST-Retailers,"304,88",2631727,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2021-04-27 00:00:00,210613,SR PISCINE,16,POOL SPECIALIST-Mobile/Service,"252,12",2621866,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-11 00:00:00,210613,SR PISCINE,16,POOL SPECIALIST-Mobile/Service,"2592,69",2627998,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-16 00:00:00,210613,SR PISCINE,16,POOL SPECIALIST-Mobile/Service,"1149,23",2628960,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-09 00:00:00,210613,SR PISCINE,16,POOL SPECIALIST-Mobile/Service,"264,84",2629676,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-11 00:00:00,210613,SR PISCINE,16,POOL SPECIALIST-Mobile/Service,"922,27",2629759,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-28 00:00:00,212932,AQUAPRO SERVICES,14,POOL SPECIALIST-Retailers,"472,50",2628420,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-15 00:00:00,212932,AQUAPRO SERVICES,14,POOL SPECIALIST-Retailers,"116,76",2628931,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-08 00:00:00,212932,AQUAPRO SERVICES,14,POOL SPECIALIST-Retailers,"150,70",2630732,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-31 00:00:00,214334,GLANTENAY,14,POOL SPECIALIST-Retailers,"832,68",2628515,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-31 00:00:00,214334,GLANTENAY,14,POOL SPECIALIST-Retailers,"1288,94",2630463,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-20 00:00:00,214334,GLANTENAY,14,POOL SPECIALIST-Retailers,"587,91",2631148,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-12-13 00:00:00,215070,ESPACE PISCINE 21 - CARRE BLEU,14,POOL SPECIALIST-Retailers,"678,47",2634347,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-01-31 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"240,25",2627132,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-30 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"1796,00",2628485,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-12 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"1862,12",2629827,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-24 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"933,92",2630265,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-30 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"1101,10",2630409,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-30 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"482,04",2630410,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-31 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"933,92",2630439,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-07 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"198,89",2630662,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-15 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"652,86",2630979,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-15 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"371,28",2630984,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-20 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"38,48",2631161,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-17 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"-38,48",2631161,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-20 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"201,76",2631163,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-17 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"-201,76",2631163,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-21 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"149,24",2631214,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-22 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"74,62",2631273,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-04 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"267,28",2631634,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-07-07 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"135,72",2631755,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-02 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"300,56",2632392,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-05 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"723,06",2632512,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-08-29 00:00:00,216962,BEAUNE PISCINES,14,POOL SPECIALIST-Retailers,"466,96",2632791,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-10 00:00:00,217732,REVE DE PISCINE SARL PASCAL - EAU SHOP,14,POOL SPECIALIST-Retailers,"435,45",2629715,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2021-12-06 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"461,60",7112189,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-02-10 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"140,22",7113371,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-02-15 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"151,98",7113510,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-08 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"184,25",7114043,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-11 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"662,22",7114249,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-21 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"107,04",7114489,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-29 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"47,70",7114780,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-03-31 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"6,04",7114913,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-04-11 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"594,80",7115292,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-05 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"313,18",7120858,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-10-19 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"301,84",7121161,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-11-03 00:00:00,220015,BIOTOPE CONCEPTION,23,NPOOL SPECIALIS-Hardware Store,"49,88",7121395,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-05-12 00:00:00,220017,MA BULLE D'O - EAU SHOP,14,POOL SPECIALIST-Retailers,"1126,39",7116515,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-03 00:00:00,220017,MA BULLE D'O - EAU SHOP,14,POOL SPECIALIST-Retailers,"1216,00",7117426,25
050- FLUIDRA COMMERCIAL FRANCE SAS,2022,2022-06-23 00:00:00,220017,MA BULLE D'O - EAU SHOP,14,POOL SPECIALIST-Retailers,"197,08",7118227,25
