Company [code+name],Year,Booking date (order),Customer code,Customer name,Segment code (customer),Segment name (customer),Global CoFX Amount (net),Sales order number,Order origin
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-20 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"815,49",0542764,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-29 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"725,79",0544550,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-05-05 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"725,79",0545482,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-05-25 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"1007,20",0549737,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-06-20 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"17,51",0554295,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-06-24 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"-17,51",0554295,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-06-29 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"251,73",0556063,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-22 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"206,17",0560615,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-23 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"135,64",0560737,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-29 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"33,54",0561870,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-23 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"142,41",0565679,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-30 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"137,41",0566485,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-09-01 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"1367,23",0566865,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-09-01 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"91,49",0566881,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-03 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"1855,93",0570890,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-05 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"1070,27",0571323,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-07 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"214,14",0571732,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-03-03 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"14,48",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-01 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"14,48",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-06 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"14,48",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-22 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"14,48",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-09-01 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"28,95",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-05 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"14,48",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-07 00:00:00,0168,INTO THE BLUE LTD,15,POOL SPECIALIST-Instal/Builder,"14,48",HAZARDOUS,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-14 00:00:00,0182,AUSTIN POOL SERVICES &,15,POOL SPECIALIST-Instal/Builder,"422,22",0559020,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-04-28 00:00:00,0204,BAKEWELL POOLS LTD,15,POOL SPECIALIST-Instal/Builder,"147,23",0544328,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-06-29 00:00:00,0204,BAKEWELL POOLS LTD,15,POOL SPECIALIST-Instal/Builder,"1,85",0556276,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-12 00:00:00,0204,BAKEWELL POOLS LTD,15,POOL SPECIALIST-Instal/Builder,"35,05",0558486,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-12 00:00:00,0204,BAKEWELL POOLS LTD,15,POOL SPECIALIST-Instal/Builder,"24,72",0558598,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-10-21 00:00:00,0240,ALAN BETTIN LTD,15,POOL SPECIALIST-Instal/Builder,"3255,38",0573602,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-12-15 00:00:00,0240,ALAN BETTIN LTD,15,POOL SPECIALIST-Instal/Builder,"99,56",0580290,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-02-02 00:00:00,0283,F BRICKELL & SONS LTD,15,POOL SPECIALIST-Instal/Builder,"509,70",0529966,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-07-26 00:00:00,0283,F BRICKELL & SONS LTD,15,POOL SPECIALIST-Instal/Builder,"1875,52",0561228,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-12 00:00:00,0283,F BRICKELL & SONS LTD,15,POOL SPECIALIST-Instal/Builder,"1149,17",0564230,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-08 00:00:00,0302,BUBBLETUBS LTD,15,POOL SPECIALIST-Instal/Builder,"60,30",0563168,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-16 00:00:00,0302,BUBBLETUBS LTD,15,POOL SPECIALIST-Instal/Builder,"138,70",0564619,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-31 00:00:00,0302,BUBBLETUBS LTD,15,POOL SPECIALIST-Instal/Builder,"-67,70",0564619,25
141- CERTIKIN INTERNATIONAL LIMITED,2022,2022-08-22 00:00:00,0302,BUBBLETUBS LTD,15,POOL SPECIALIST-Instal/Builder,"541,47",0565479,25
