Company (code+name),Year,Delivery note date,Customer code,Customer name,Segment code (customer),Segment name (customer),Global CoFX Amount (net),Sales order number,Order origin
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,100437,"PRODAGUA, S.L.",16,POOL SPECIALIST-Mobile/Service,"53,47",155196,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,100437,"PRODAGUA, S.L.",16,POOL SPECIALIST-Mobile/Service,"262,08",155434,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,105764,"AM3 AIGUA EN MOVIMENT, S.L.",12,POOL SPECIALIST-W/Man.National,"363,00",155366,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"49,08",154606,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"122,48",155337,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"7,23",155350,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"9,84",155438,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"7,92",155439,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"57,01",155440,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"22,92",155451,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,107066,"NOMAR R.B., S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"25,15",155454,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,113219,"PEPEPOOL ONLINE, S.L.",17,POOL SPECIALIST-IntDealer/BtoC,"20,13",155293,25
002 - FLUIDRA COMERCIAL ESPAÑA SAU,2022,2022-01-03 00:00:00,114462,"BERAL PROJECTS, S.L. (OUTLET PISCINAS)",17,POOL SPECIALIST-IntDealer/BtoC,"35,05",155399,25
